,text,manifesto_id,party,date,title,Class
6495,ensure parking policies residential areas deliver high quality street environment reduce numbers clogging residential streets part commuter trip activities related visit address street,51110_201505,Green Party of England and Wales,201505,For the common good. General election manifesto 2015,2
3013,boosting police numbers cutting overall crime crimes like burglary affect senior citizens,51320_200106,Labour Party,200106,Ambitions for Britain,3
15124,time overcome many problems put place arrangements robust stable,51903_201505,Democratic Unionist Party,201505,The Northern Ireland Plan,1
583,care carers,51421_199705,Liberal Democrats,199705,Make the Difference,4
15384,old parties already support blatant discrimination commonwealth countries britain traditionally long friendly relationships,51951_201505,United Kingdom Independence Party,201505,Believe in Britain. UKIP Manifesto 2015,9
3003,labour committed clear targets fraud reduction benefit including commitment halve rate fraud error income support job seeker allowance incorporate fraud prevention design new policies benefits tax credits,51320_200106,Labour Party,200106,Ambitions for Britain,3
8623,energy minerals resources,51340_201505,Social Democratic and Labour Party,201505,Prosperity not austerity. SDLP Westminster Manifesto 2015,6
5407,imagine system respects trusts health professionals gives time space training rewards job,51110_201505,Green Party of England and Wales,201505,For the common good. General election manifesto 2015,2
5726,present vat constructing new dwellings vat converting renovating old buildings used homes,51110_201505,Green Party of England and Wales,201505,For the common good. General election manifesto 2015,2
9034,creating stronger public interest test takeovers research intensive activities,51421_201505,Liberal Democrats,201505,Manifesto 2015. Stronger Economy. Fairer Society. Opportunity for Everyone.,4
15759,role also help address gender imbalance scientific subjects,51951_201505,United Kingdom Independence Party,201505,Believe in Britain. UKIP Manifesto 2015,9
6071,first time people living poverty line working families million workless retired families combined million,51110_201505,Green Party of England and Wales,201505,For the common good. General election manifesto 2015,2
16504,world aflame conflict yet armed forces cut bone,51951_201505,United Kingdom Independence Party,201505,Believe in Britain. UKIP Manifesto 2015,9
6230,introduce recall referendums mps representatives electors request,51110_201505,Green Party of England and Wales,201505,For the common good. General election manifesto 2015,2
13431,plaid cymru wants see housing available bring costs rents house prices medium term must based communities current future need new housing must designed around people want live providing spaces people want live supporting sustainability existing communities,51901_201505,The Party of Wales,201505,Working for Wales. 2015 Westminster Election Manifesto,7
1922,build success primary schools overhaul secondary schools,51320_200106,Labour Party,200106,Ambitions for Britain,3
5880,economic activity takes place limited companies many vast multinational organisations,51110_201505,Green Party of England and Wales,201505,For the common good. General election manifesto 2015,2
4722,encourage create jobs,51110_201505,Green Party of England and Wales,201505,For the common good. General election manifesto 2015,2
14757,coming years build almost double number free hours hours week free childcare end next scottish parliament year olds eligible year olds,51902_201505,Scottish National Party,201505,Stronger for Scotland. SNP Manifesto 2015,5
11776,ensure local people control planning protect green belt,51620_201505,Conservative Party,201505,"Strong leadership. A clear economic plan. A brighter, more secure future. The Conservative Party Manifesto 2015",0
5705,providing large scale programme sustainable council housing england,51110_201505,Green Party of England and Wales,201505,For the common good. General election manifesto 2015,2
13276,access medicines technology,51901_201505,The Party of Wales,201505,Working for Wales. 2015 Westminster Election Manifesto,7
516,nhs underfunded,51421_199705,Liberal Democrats,199705,Make the Difference,4
10530,working within remit international institutions wherever whenever possible,51421_201505,Liberal Democrats,201505,Manifesto 2015. Stronger Economy. Fairer Society. Opportunity for Everyone.,4
8303,need specific protection smaller farmersfor environmental well economic reasons,51340_201505,Social Democratic and Labour Party,201505,Prosperity not austerity. SDLP Westminster Manifesto 2015,6
1363,labour called passion education sham actual resources offered examined closely,51902_199705,Scottish National Party,199705,Yes we can win the best for Scotland,5
5565,government focused lower quality childcare little effect,51110_201505,Green Party of England and Wales,201505,For the common good. General election manifesto 2015,2
7070,vision commitment determination could deliver better services people ireland,51210_201505,We Ourselves,201505,Equality not austerity Comhionannas ní déine. Sinn Féin 2015 Westminster election manifesto,10
862,staying result less investment loss influence,51421_199705,Liberal Democrats,199705,Make the Difference,4
4027,peacekeeping,51902_200106,Scottish National Party,200106,Heart of the manifesto 2001,5
1420,serving better scotland,51902_199705,Scottish National Party,199705,Yes we can win the best for Scotland,5
6282,restricting power supermarkets,51110_201505,Green Party of England and Wales,201505,For the common good. General election manifesto 2015,2
1556,scottish exports unit particular help sector,51902_199705,Scottish National Party,199705,Yes we can win the best for Scotland,5
8662,importantly young people stand benefit guaranteed job placements training implement european youth employment scheme,51340_201505,Social Democratic and Labour Party,201505,Prosperity not austerity. SDLP Westminster Manifesto 2015,6
855,pursuing britain interests europe,51421_199705,Liberal Democrats,199705,Make the Difference,4
14335,scotland needs immigration policy suited specific circumstances needs,51902_201505,Scottish National Party,201505,Stronger for Scotland. SNP Manifesto 2015,5
12051,enable fire police services work closely together develop role elected accountable police crime commissioners,51620_201505,Conservative Party,201505,"Strong leadership. A clear economic plan. A brighter, more secure future. The Conservative Party Manifesto 2015",0
1379,support establishment scottish education training export group co ordinate overseas marketing scottish expertise area,51902_199705,Scottish National Party,199705,Yes we can win the best for Scotland,5
653,establish power sharing executive northern ireland elected fair proportional system voting,51421_199705,Liberal Democrats,199705,Make the Difference,4
15674,simpler system responsive families changing needs integrated sources funding must initiated earliest opportunity,51951_201505,United Kingdom Independence Party,201505,Believe in Britain. UKIP Manifesto 2015,9
8329,sdlp recognise enormous potential tourism stimulate northern ireland economy,51340_201505,Social Democratic and Labour Party,201505,Prosperity not austerity. SDLP Westminster Manifesto 2015,6
